gene1,gene2,interaction_type
PPIAP55,LINC01812,same_pathway
PPIAP55,GJD4,regulation
PPIAP55,TMEM163,same_pathway
MRPL58,PPIL6,coexpression
RN7SL271P,MIR142HG,same_pathway
RN7SL271P,CASC18,same_pathway
RPS23P10,SORD,same_pathway
RPS23P10,AUTS2,same_pathway
MIR572,F13A1,coexpression
CHST1,SRC,regulation
CHST1,LRRC2P1,coexpression
CHST1,ZFYVE9P2,regulation
CHST1,GLIS3,regulation
CHST1,DNAH6,regulation
LINC02763,PILRB,coexpression
LINC02763,BMP2,coexpression
LINC02763,RPS2P1,same_pathway
LINC02763,RNU7-106P,regulation
LINC02763,ITGB8,coexpression
LINC02763,WNT3,same_pathway
LINC02763,ACMSD,same_pathway
LINC02763,TACC3,regulation
IMPDH1P7,CCDC162P,coexpression
IMPDH1P7,HCG27,regulation
IMPDH1P7,FRMD5,coexpression
IMPDH1P7,EYA4,regulation
IMPDH1P7,DNAH12,same_pathway
DNAI2,ADARB2,same_pathway
DNAI2,LINC02497,coexpression
DNAI2,HMGN1P11,same_pathway
DNAI2,GPR141,same_pathway
DNAI2,FOXE1,same_pathway
POLR1G,LINC01122,coexpression
POLR1G,CHST10,regulation
POLR1G,SAMD12-AS1,same_pathway
POLR1G,LINC02623,same_pathway
POLR1G,LINC01572,regulation
CHRNA6,HBEGF,coexpression
CHRNA6,MMS22L,regulation
RNU6-374P,RN7SKP102,same_pathway
RNU6-374P,CDIPTOSP,regulation
FAM210B,TACC3,regulation
ZNF204P,LINC00895,same_pathway
RN7SKP120,EGFLAM,regulation
RN7SKP120,PEX6,regulation
RN7SKP120,ATG13,regulation
RN7SKP120,TNRC6A,coexpression
SLC2A13,HNRNPA1P46,coexpression
SLC2A13,PPP1R37,same_pathway
SLC2A13,RHOA,regulation
SLC2A13,NTSR1,regulation
CDIN1,SNX1,regulation
CDIN1,PDK4-AS1,regulation
CDIN1,DHFRP5,regulation
CDIN1,LNC-LBCS,same_pathway
IRAK1BP1,BLTP3A,regulation
IRAK1BP1,LINC02388,same_pathway
IRAK1BP1,HLA-DQB3,coexpression
IRAK1BP1,RNU7-106P,coexpression
U6,LINC01623,coexpression
U6,FAM193B-DT,coexpression
ADGRL2,STRADA,coexpression
ADGRL2,TPCN1,coexpression
ADGRL2,EEF1A1P28,coexpression
ADGRL2,AP1S2P1,regulation
ADGRL2,MIR548AE1,regulation
ARHGAP16P,FST,coexpression
ARHGAP16P,BCAR3,coexpression
ARHGAP16P,PRSS36,coexpression
ARHGAP16P,SREBF2,coexpression
MINDY2-DT,LINC00467,same_pathway
MINDY2-DT,RHOH,same_pathway
MINDY2-DT,CD300LG,coexpression
MIR137HG,KCTD9P6,same_pathway
MIR137HG,RPL13AP13,coexpression
MIR137HG,FUT2,regulation
MIR137HG,PPIL2,regulation
MIR137HG,JAZF1,coexpression
NMNAT1P2,UBXN11,coexpression
NMNAT1P2,KCNJ3,coexpression
NMNAT1P2,RNU6-1307P,coexpression
NMNAT1P2,RPH3A,regulation
NMNAT1P2,CLDN17,coexpression
TBC1D9,UNC5C-AS1,coexpression
TBC1D9,NFIX,regulation
TBC1D9,ACTR3C,coexpression
CKAP5,CYCS,regulation
RAB23,ABT1,same_pathway
RAB23,ISCA1P1,coexpression
RAB23,SLC28A1,regulation
TOMM22P6,OBI1-AS1,same_pathway
TOMM22P6,CCT3,regulation
TOMM22P6,LINC02214,regulation
TOMM22P6,NALF1,coexpression
TOMM22P6,SSRP1,same_pathway
TOMM22P6,IGHVII-65-1,same_pathway
TOMM22P6,PRKAR2B,coexpression
TOMM22P6,TRIP4,same_pathway
LINC02508,MPDZ,coexpression
LINC02508,CMTM5,regulation
LINC02508,DAPK2,coexpression
LINC02508,LINC02836,regulation
LINC02508,TPM3P3,coexpression
LINC02508,IKZF1,same_pathway
LINC02508,QKILA,coexpression
LINC02508,BMP2,coexpression
UBA52P7,BICD1-AS1,same_pathway
UBA52P7,SPRING1P3,same_pathway
UBA52P7,RPL23AP54,regulation
ABCA1,LCP1,coexpression
ABCA1,PPP1R3B-DT,coexpression
ABCA1,MADD,regulation
ABCA1,LINC02497,regulation
ABCA1,KDM1B,coexpression
POM121L6P,CCDC162P,regulation
POM121L6P,MTMR3,same_pathway
POM121L6P,EBF1,regulation
POM121L6P,IL19,coexpression
BCL3,DOCK4,regulation
BCL3,MGME1,regulation
BCL3,IGSF23,regulation
BCL3,IDI1P2,same_pathway
LINC02986,SRGAP3,coexpression
LINC02986,WWOX,same_pathway
LINC02986,PGBD1,coexpression
LINC02986,XIRP2,regulation
RIN3,IL6R,regulation
RIN3,SCARB2,regulation
RIN3,DYNLRB2-AS1,regulation
MSX2,HSP90AA6P,regulation
MSX2,ACTR3C,regulation
MSX2,EIF2S2P7,same_pathway
NRXN1-DT,LRRC2P1,same_pathway
NRXN1-DT,PLPPR5-AS1,same_pathway
NRXN1-DT,CSTF1,coexpression
NRXN1-DT,LRBA,coexpression
OVOL2,GTF2IP11,regulation
OVOL2,LINC01048,regulation
ANTXR1,SZT2,same_pathway
SUSD5,TUBAP15,coexpression
SUSD5,RBM23,coexpression
SUSD5,DNAJA2,coexpression
SUSD5,TSPAN16,coexpression
ENSA,LINC01899,coexpression
NBEAL1,LMOD3,coexpression
NTF3,LINC01419,coexpression
NTF3,PSMC6,coexpression
MPDZ,BACE2,coexpression
MPDZ,RN7SKP33,same_pathway
MPDZ,LINC01960,coexpression
MPDZ,LINC03007,same_pathway
KMT5A,LINC02986,same_pathway
LINC00927,POLR2E,same_pathway
LINC00927,LHX6,coexpression
LINC00927,HSP90AA6P,coexpression
LINC00927,FBXL13,coexpression
LINC00927,HMGB3P23,regulation
LINC00861,OGA,regulation
LINC00861,CCDC33,regulation
LINC00861,RPS23P10,coexpression
LINC00861,SLC2A10,same_pathway
UBBP4,H3C9P,coexpression
UBBP4,ZNF629,regulation
UBBP4,UNC5CL,coexpression
LINC01428,LINC02210-CRHR1,same_pathway
LINC01428,TSPAN16,same_pathway
LINC01428,PPP1R13L,regulation
LINC01428,FNIP1,regulation
IQCK,EBF1,same_pathway
LINC01965,KCNG4,regulation
LINC01965,SPMIP2,coexpression
LINC01965,DCHS2,same_pathway
LINC01965,LINC02619,regulation
DCAF4,KCNE2,coexpression
TIMP2,PSMC3,coexpression
TIMP2,LINC02422,same_pathway
TIMP2,RPS20P10,same_pathway
CPEB1-AS1,ERCC1,regulation
CPEB1-AS1,LINC00524,regulation
CPEB1-AS1,GRIA1,coexpression
AKAP8P1,COX7B2,same_pathway
HNRNPA1P46,LINC02210,regulation
HNRNPA1P46,TST,coexpression
RPL23AP54,PPP1R3B,regulation
RPL23AP54,STXBP6,coexpression
RPL23AP54,LINC01099,regulation
RPL23AP54,CD34,regulation
DEDD,PCDHGA2,coexpression
DEDD,ARSI,regulation
DEDD,ADAMTS9-AS2,regulation
DEDD,RHBDF1,coexpression
DEDD,ZNF813,coexpression
LINC02360,SUSD5,same_pathway
ITSN2,FNIP1,regulation
ITSN2,ARL2BPP7,regulation
ITSN2,RPS23P10,regulation
ITSN2,LINC01099,same_pathway
RIMBP2,ZFYVE28,coexpression
RIMBP2,DSG2,same_pathway
RIMBP2,ADAM1B,same_pathway
B4GALNT2,ZNF366,coexpression
B4GALNT2,PMAIP1,coexpression
B4GALNT2,TRIM51CP,regulation
B4GALNT2,MED13,same_pathway
B4GALNT2,RNF130,coexpression
PYGL,LINC01801,regulation
PYGL,FBXO11,coexpression
PYGL,RAB31,coexpression
PYGL,CDC42SE2,coexpression
LINC02253,CDON,same_pathway
LINC02253,MAP7D3,regulation
LINC02253,LAMP1,coexpression
EGFR,LINC01774,coexpression
EGFR,GUSBP18,coexpression
EGFR,HSPA6,regulation
EGFR,RPL7AP81,same_pathway
RPL21P41,RNASE10,coexpression
RPL21P41,AHCYL1,same_pathway
RPL21P41,LINC01012,same_pathway
RPL21P41,CLPTM1,same_pathway
RPL21P41,RNU6-699P,same_pathway
RPL21P41,IRAK1BP1,same_pathway
RPL21P41,MEF2C-AS1,same_pathway
RNU6-1325P,ZNF45,same_pathway
RNU6-1325P,LINC01812,same_pathway
LINC01843,NFIB,regulation
LINC01843,H3P28,regulation
LINC01843,RN7SL299P,same_pathway
LINC01843,ATP5PF,regulation
NDUFAF6,LINC01800,regulation
NDUFAF6,LINC01428,same_pathway
OR4C50P,SCAPER,same_pathway
OR4C50P,CD2AP,same_pathway
OR4C50P,COL18A1,regulation
PAIP1,LNCRNA-IUR,coexpression
PAIP1,MOBP,same_pathway
EXOC3L2,HESX1,regulation
CDC5L,RPS29P6,regulation
CDC5L,POLR1G,same_pathway
RMDN2-AS1,LINC01163,coexpression
RMDN2-AS1,KCNG4,regulation
PRR14,SMILR,same_pathway
PRR14,CTNND2,same_pathway
PRR14,NRF1,regulation
PRR14,TBXAS1,regulation
RPL5P19,RPL21P32,regulation
RPL5P19,RN7SKP207,regulation
RPL5P19,CEP63,regulation
RPL5P19,ZNF652,coexpression
WWC1 x TLN2,LINC01712,same_pathway
WWC1 x TLN2,MYO15A,same_pathway
WWC1 x TLN2,PHF3,same_pathway
WWC1 x TLN2,RNF38,same_pathway
RNA5SP228,MIR3201,coexpression
RNA5SP228,LINC00624,same_pathway
RNA5SP228,JKAMPP1,same_pathway
RNA5SP228,APH1B,coexpression
SHANK2,CLNS1A,regulation
SHANK2,LIMS2,same_pathway
NTSR1,TENM2,coexpression
NTSR1,TRIM9,regulation
RPS20P25,RBCK1,coexpression
RPS20P25,RAB21,same_pathway
RPS20P25,SAMD12-AS1,same_pathway
RPS20P25,C16orf95,regulation
RPS20P25,B4GALNT2P1,same_pathway
RPS20P25,DNAH14,coexpression
RPS20P25,TSPAN14,same_pathway
RPS20P25,NEGR1,regulation
RPS20P25,CALM3,regulation
RPS20P25,ZNF558,same_pathway
RPS20P25,LINC00708,coexpression
LINC02991,SZT2,coexpression
LINC02991,MRPS30,coexpression
LINC02991,LINC01680,coexpression
LINC02991,NPM1P11,regulation
LINC02991,TNIP1,regulation
MOB3B,ZNF232,regulation
MOB3B,LINC00970,coexpression
MOB3B,OR8H1,regulation
HPRT1P2,LINC01679,regulation
HPRT1P2,LRP1B,regulation
ARL17B,PCSK6,regulation
ARL17B,LSAMP,regulation
ARL17B,ZSWIM6,regulation
ARHGAP20,OGA,coexpression
PRSS16,MIR7154,same_pathway
CYP3A52P,CENPP,regulation
ULK4,APOC4-APOC2,coexpression
ULK4,CST13P,same_pathway
ULK4,TCF4,coexpression
ULK4,MKLN1,same_pathway
ULK4,PKIA-AS1,regulation
LINC02361,SLC10A2,same_pathway
LINC02361,BCL10-AS1,regulation
LINC02361,RAI14-DT,same_pathway
LINC02361,LINC02619,regulation
OGA,HMGN2P18,same_pathway
OGA,MLLT3,same_pathway
OGA,PLK2,regulation
OGA,USP8,coexpression
OGA,CCDC83,regulation
DSCAM,ZNF45-AS1,coexpression
DSCAM,CEACAM20,same_pathway
DSCAM,TAS2R5,regulation
DSCAM,ACKR2,regulation
DSCAM,MTATP6P30,coexpression
LINC01012,LPXN,same_pathway
LINC01012,LINC02695,coexpression
LINC01012,POLN,coexpression
FRMD4B,CEACAM16,same_pathway
FRMD4B,TXN,coexpression
FRMD4B,ATG2A,coexpression
FRMD4B,AP2A2,regulation
FRMD4B,RPS17P11,regulation
PVRIG2P,OFCC1,same_pathway
TMEM106B,SLC4A1AP,same_pathway
TMEM106B,EIF4G3,same_pathway
TMEM106B,RPS20P25,regulation
TMEM106B,TRIM48,regulation
TMEM106B,TMEM276-ZFTRAF1,coexpression
C11orf65,RIN3,regulation
RNU6-248P,RPS26P8,regulation
RNU6-248P,TCF15,coexpression
RNU6-248P,VDAC1P12,coexpression
RNU6-248P,COL12A1,regulation
RNU6-248P,ACMSD,same_pathway
ABI3,KRBOX5,same_pathway
ABI3,LINC01428,regulation
KATNAL2,LNCRNA-IUR,regulation
KATNAL2,LINC01479,regulation
KATNAL2,C12orf42-AS1,same_pathway
KATNAL2,LINC01122,same_pathway
KATNAL2,LRRC25,coexpression
LINC02210,INTS9,regulation
LINC02210,FRMD5,same_pathway
LINC02210,FAM171A2,same_pathway
LINC02210,PICALM,same_pathway
SNX19,LINC02214,regulation
SNX19,CTSB,coexpression
SNX19,TOP1,same_pathway
RNU1-63P,RNU4ATAC8P,coexpression
RNU1-63P,OR7E109P,coexpression
RNU6-280P,ST6GALNAC2P1,regulation
RBM23,PPP1R21-DT,same_pathway
RBM23,LIPG,same_pathway
RBM23,SORD,coexpression
LINC03022,RN7SKP168,coexpression
LINC03022,LINC02923,regulation
MIR9-2HG,RPEP2,regulation
MIR9-2HG,RAD52P1,regulation
MIR9-2HG,RNU6-1307P,regulation
OCSTAMP,FAM157D,regulation
OCSTAMP,PABPC4,regulation
OCSTAMP,MIR422A,coexpression
RPS12P24,LINC02762,regulation
RPS12P24,HLA-DRA,same_pathway
RPS12P24,ZNF230,same_pathway
UBE2QL1,MDM4,regulation
RPL10P2,GABRG3,regulation
IL17RD,MIR5197,regulation
IL17RD,ATM,regulation
IL17RD,LINC02497,same_pathway
LINC02422,MAP2K5,regulation
LINC02422,LINC01812,regulation
LINC02422,HNRNPA1P46,same_pathway
MKLN1,LINC02619,coexpression
MKLN1,CACNA1E,coexpression
MKLN1,ZFP3-DT,regulation
BLNK,PFKFB4,regulation
BLNK,TMEM184B,same_pathway
BLNK,SLC24A4,coexpression
LINC02327,LAMB2,coexpression
LINC02327,ZNF45-AS1,regulation
LINC02327,RNA5SP326,regulation
LINC02327,EGFLAM,regulation
GTF2IP11,MIR1302-7,regulation
GTF2IP11,MID1,regulation
GTF2IP11,GEMIN7-AS1,coexpression
GTF2IP11,RCC2P7,same_pathway
GTF2IP11,LINC02325,coexpression
GTF2IP11,PIK3C2B,same_pathway
GTF2IP11,CHRNE,coexpression
GTF2IP11,ARIH2,regulation
GTF2IP11,SNX19,regulation
GTF2IP11,NPEPPSP1,regulation
BCKDK,MPP7,regulation
BCKDK,GIGYF1,same_pathway
TSNAX-DISC1,LINC01679,same_pathway
IQGAP2,ERBB3,regulation
RNA5SP63,RPL15P15,same_pathway
RNA5SP63,KDM4B,same_pathway
RNA5SP63,SMARCA2,regulation
RNA5SP63,DDX43P2,same_pathway
OSTN,MKLN1,same_pathway
OSTN,RAB23,coexpression
OSTN,RCN2,same_pathway
OSTN,NKAIN3,same_pathway
RPL6P25,CNGB1,coexpression
RPL6P25,HLA-C,regulation
RPL6P25,QKILA,same_pathway
H2BC4,F13A1,same_pathway
H2BC4,MIR3689F,same_pathway
H2BC4,NCOA5LP,regulation
H2BC4,ITPKB,coexpression
H2BC4,TSBP1-AS1,same_pathway
UBXN11,TLL1,coexpression
KCNH8,HAS2-AS1,coexpression
KCNH8,RPS2P1,regulation
KCNH8,HID1-AS1,same_pathway
KCNH8,NBPF3,same_pathway
IDI1P2,PKNOX2,coexpression
IDI1P2,TSPAN14,regulation
IDI1P2,EPHB4,coexpression
IDI1P2,BAALC,regulation
IDI1P2,MEGF10,same_pathway
ZNF232,PIK3C2B,regulation
SELENOO,MTMR2,regulation
SELENOO,EGR2,coexpression
SELENOO,MTARC2P1,regulation
SELENOO,NKAIN2,same_pathway
SELENOO,LINC01239,same_pathway
RPS2P1,TRPC6,same_pathway
RPS2P1,CDH13,coexpression
RPS2P1,SLC19A4P,regulation
RPS2P1,LINC02763,same_pathway
RPS2P1,ZNF204P,coexpression
EPHA4,MIR378C,regulation
EPHA4,MICAL2,same_pathway
EPHA4,PARP8,same_pathway
EPHA4,PRKG1,regulation
CCDC33,CDH4,regulation
NXN,TLL1,regulation
NXN,ELOVL7,coexpression
NXN,NFIX,coexpression
NXN,TRIM51CP,regulation
NXN,LY75-CD302,same_pathway
NXN,CNN3-DT,coexpression
MPP7,RNU6-408P,same_pathway
MPP7,ARSA,coexpression
MPP7,FOXE1,same_pathway
MPP7,TRIB1AL,same_pathway
MPP7,RN7SL354P,same_pathway
RN7SL415P,GALR1,same_pathway
RN7SL415P,EPIC1,regulation
RN7SL415P,MIX23P2,coexpression
RN7SL415P,ABHD12,coexpression
RN7SL415P,ZBTB16,coexpression
HMG20A,HRK,same_pathway
HMG20A,SNX19,regulation
CHD2,ITGB8,regulation
CHD2,OVCH1-AS1,regulation
CHD2,OR5L1,same_pathway
CHD2,DLC1,same_pathway
CHD2,RPS17P2,regulation
NDUFA10,GABRA2,regulation
LINC01957,LINC01170,regulation
LINC01957,BAALC-AS1,coexpression
LINC01957,DCAF4,regulation
SPMIP2,LINC02615,coexpression
SPMIP2,DYSF,regulation
SPMIP2,NOTCH1,coexpression
SPMIP2,LINC01605,coexpression
SPMIP2,HLA-C,regulation
TMEM184B,DSCAM,regulation
TMEM184B,TXN,same_pathway
TMEM184B,ZSWIM5P3,regulation
TMEM184B,ARID1B,regulation
GPBP1,CDIN1,regulation
GPBP1,APOC1P1,regulation
GPBP1,C8orf90,coexpression
GPBP1,LINC02353,same_pathway
GPBP1,RN7SL836P,same_pathway
GPBP1,TMEM272,regulation
GPBP1,RPSAP47,coexpression
GPBP1,AVL9,coexpression
GPBP1,SEC61G-DT,same_pathway
GPBP1,INHCAP,coexpression
GPBP1,L3MBTL4,same_pathway
GPBP1,TNKS1BP1,regulation
GPBP1,SMC4P1,same_pathway
SLC52A1,SHARPIN,coexpression
SLC52A1,VWA5B1,regulation
ZNF599,ROBO1,coexpression
ZNF599,MIR548H4,coexpression
ZNF599,CORO2B,same_pathway
EPOP,GPBP1,same_pathway
EPOP,ARHGAP45,same_pathway
RN7SL152P,FAM171A2,coexpression
RN7SL152P,LINC02361,coexpression
RN7SL152P,GPC5,same_pathway
REEP3,SYNJ1,same_pathway
REEP3,MDM4,same_pathway
REEP3,CEACAM16,coexpression
REEP3,TLL1,coexpression
REEP3,KRT18P16,coexpression
USP10,C17orf107,same_pathway
USP10,ZNF45,same_pathway
USP10,ZDHHC11B,coexpression
USP10,CD33,regulation
USP10,OBI1-AS1,same_pathway
TNFSF12-TNFSF13,C4BPAP2,coexpression
HDAC9,NCOA5LP,regulation
HDAC9,KCTD9P6,same_pathway
HDAC9,CASS4,same_pathway
HDAC9,DNAH6,coexpression
LINC03041,LINC01250,coexpression
LINC03041,GPC6,regulation
DDX43P2,LINC02406,same_pathway
DDX43P2,LILRA5,coexpression
DDX43P2,NIHCOLE,same_pathway
DDX43P2,OVOL2,coexpression
DDX43P2,ABCD2,coexpression
RAPSN,RCN2,coexpression
RAPSN,KRT18P45,coexpression
BARHL2,RNU6-1307P,same_pathway
BARHL2,SUNO1,regulation
BARHL2,MIX23P2,regulation
SMC2,HAND1,regulation
SMC2,LINC02653,regulation
SMC2,PLCG2,coexpression
SMC2,HYI,regulation
RNA5SP375,BORCS7-ASMT,same_pathway
RNA5SP375,LINC01647,regulation
KLF16,PTCD2,coexpression
PPIL2,RNU7-66P,regulation
PPIL2,OR5D14,regulation
PPIL2,RPL5P26,regulation
C8orf90,HYDIN,coexpression
C8orf90,PID1,coexpression
C8orf90,ACTR3C,coexpression
PTCHD4,RORA-AS1,regulation
CDH4,ABCA1,same_pathway
SSBP4,OR4R2P,regulation
SSBP4,TREM1,regulation
TRIP4,HNF4G,coexpression
TRIP4,C4BPAP2,coexpression
TRIP4,IQCK,same_pathway
MIR548H4,PUM3,regulation
MIR548H4,KRBOX5,coexpression
MIR548H4,TNKS1BP1,coexpression
MIR548H4,CLNS1A,coexpression
RNU6-952P,FAM76B,regulation
RNU6-952P,CIMAP3,regulation
RNU6-952P,LILRA5,same_pathway
RNU6-952P,REL-DT,coexpression
RNU6-952P,RNA5SP107,same_pathway
RHPN2,LINC00927,regulation
RHPN2,LINC02822,same_pathway
RHPN2,LINC01539,same_pathway
RHPN2,FSTL5,coexpression
RHPN2,RAB3D,coexpression
RHPN2,RPL21P41,same_pathway
RHPN2,SRCIN1,coexpression
RHPN2,RN7SL271P,regulation
RHPN2,RBM5,coexpression
RHPN2,LINC03007,same_pathway
RHPN2,PLPPR5-AS1,same_pathway
RHPN2,GAPDHP15,same_pathway
PHF21B,RIMS1,same_pathway
ATP5MFP3,PRIM2BP,same_pathway
ATP5MFP3,MKLN1,same_pathway
ATP5MFP3,SREBF1,regulation
IP6K2,LINC00686,coexpression
RN7SL217P,IQGAP2,same_pathway
RN7SL217P,CSMD3,same_pathway
RN7SL217P,PSTPIP1,coexpression
RN7SL217P,LINC02109,regulation
RN7SL217P,NIFKP9,coexpression
RN7SL217P,SLC9A7,same_pathway
RN7SL217P,ITGB1BP1,same_pathway
RN7SL217P,TLN2,coexpression
RN7SL217P,IKZF1,same_pathway
RN7SL217P,STK3,coexpression
RN7SL217P,UNC13A,same_pathway
RN7SL217P,ABCB9,regulation
ADCYAP1R1,HSPA8P5,same_pathway
ADCYAP1R1,SNRPCP2,coexpression
ADCYAP1R1,TSKU,coexpression
ADCYAP1R1,LRRK2,same_pathway
ADCYAP1R1,SLC24A2,regulation
ADCYAP1R1,RPL31P13,coexpression
ADCYAP1R1,ZNF680P1,regulation
ADCYAP1R1,C17orf107,coexpression
ADCYAP1R1,PFKP-DT,same_pathway
ADCYAP1R1,MAP2K5,same_pathway
ADCYAP1R1,PDXDC2P,same_pathway
ADCYAP1R1,LINC01471,regulation
ADCYAP1R1,CLYBL,regulation
GALNT10,LINC02750,regulation
GALNT10,FRMD4A; FRMD4A; FRMD4A,regulation
GALNT10,PTPRO,same_pathway
GALNT10,HLA-DRB5,same_pathway
GALNT10,SCIMP,same_pathway
ARMH3,RPS20P10,coexpression
TMOD1,ARID1B,coexpression
NRXN1,RPL12P42,same_pathway
NRXN1,PPIAP45,coexpression
NRXN1,LSM12,coexpression
NRXN1,USP50,regulation
NRXN1,SPRING1P3,regulation
HINT1,NARS2,same_pathway
HINT1,CHRNA2,coexpression
HINT1,CTNNA1P1,coexpression
HINT1,DLEU1,regulation
HINT1,DIO2-AS1,same_pathway
LPXN,CASS4,coexpression
HADHA,CACNA1G,regulation
FENDRR,EBLN3P,coexpression
OR7E39P,CHD1-DT,same_pathway
OR7E39P,CD2AP,same_pathway
APOC2,LINC01031,same_pathway
APOC2,MTCYBP27,same_pathway
APOC2,THSD7A,coexpression
APOC2,LAMB2,regulation
APOC2,ARFGEF3,same_pathway
RNU6-67P,LINC02103,coexpression
RNU6-67P,ZNF862,coexpression
RNU6-67P,ITGB8,coexpression
RNU6-67P,EFHB,same_pathway
RNU6-67P,B3GNTL1P2,same_pathway
MIR497HG,OR7E10P,regulation
MIR497HG,MCPH1-AS1,same_pathway
MIR497HG,PKDCC,coexpression
BORCS5,LIPG,same_pathway
BORCS5,LINC02466,coexpression
ADGRG4,EPHA5,coexpression
ADGRG4,SLC38A1,regulation
JAKMIP3,LINC02695,coexpression
LINC02568,LINC02333,same_pathway
LINC02568,ZNF230,coexpression
LINC02568,CSTP2,regulation
LINC02568,REEP3,coexpression
LINC02568,MAPT-AS1,regulation
LINC00345,CASTOR3P,coexpression
LINC00345,SMARCE1P4,coexpression
ADAM17,GLIS3,coexpression
ADAM17,CACNA2D3,regulation
LINC02370,GUSBP18,regulation
LINC02370,BCKDK,coexpression
LINC02370,LINC00240,coexpression
AGFG2,RNA5SP228,regulation
AGFG2,LINC02941,coexpression
AGFG2,CCDC85B,same_pathway
AGFG2,ARFGEF3,regulation
PPIL6,RPL8P1,same_pathway
PPIL6,MADD,same_pathway
PPIL6,SHANK2,same_pathway
PPIL6,SSRP1,regulation
OSBPL6,NANOS2,coexpression
OSBPL6,RPL8P1,coexpression
OSBPL6,ZNF804A,regulation
OSBPL6,SNORD27,same_pathway
MRPL50P4,ARFGAP2,regulation
MRPL50P4,RNU6-1325P,same_pathway
QKI,LINC02680,coexpression
LINC02770,MIR5197,coexpression
MTRFR,LINC02406,coexpression
MTRFR,PRPF19P1,regulation
MTRFR,C5orf34-AS1,coexpression
MTRFR,LINGO1,coexpression
MTRFR,ASIP,regulation
GMPPB,EGR2,regulation
GMPPB,RPL12P40,regulation
MTND3P4,NECAP1P1,regulation
PLEKHM1,CDC5L,regulation
PLEKHM1,OR7E39P,same_pathway
RNF130,PCDH11X,regulation
IKZF4,MEGF10,coexpression
IKZF4,COL6A3,coexpression
IKZF4,DACH1,regulation
IKZF4,TGFB2,same_pathway
TRPC6,WNT7B,coexpression
TRPC6,C12orf42-AS1,regulation
TRPC6,NTF3,regulation
TRPC6,DOCK3,coexpression
TRPC6,DENND6A-DT,regulation
TRPC6,MRPS30,coexpression
FCN2,LINC02150,same_pathway
FCN2,KDM4B,regulation
FCN2,PAX3,regulation
FCN2,EGFR,same_pathway
TOP1,ANK3,regulation
RN7SL734P,JCAD,regulation
RN7SL734P,CTNNA2,coexpression
RN7SL734P,RN7SKP182,coexpression
RN7SL734P,DOC2A,regulation
RN7SL734P,KIR3DL2,same_pathway
MRPS30,SEZ6L2,regulation
MRPS30,DYNLRB2-AS1,same_pathway
MRPS30,AHCYL1,regulation
MRPS30,LINC02101,coexpression
LINP1,RN7SL278P,regulation
LINP1,ZNF184,same_pathway
LINP1,PAK2,regulation
OACYLP,C12orf42,coexpression
OACYLP,LINC02429,coexpression
RNA5SP30,ARL6IP4,same_pathway
RNA5SP30,RNA5SP208,coexpression
RNA5SP30,BICD1-AS1,same_pathway
RNA5SP30,LINC02152,regulation
ATP5PF,AP4M1,same_pathway
ATP5PF,IKZF4,regulation
ATP5PF,HCG27,coexpression
SYNPO2,MIR4280HG,same_pathway
SYNPO2,LINC01179,regulation
RPL29P25,LINC02667,regulation
RPL29P25,ARPC3P2,same_pathway
RPL29P25,DCAF4,same_pathway
RPL29P25,HSPA8P9,same_pathway
RPL29P25,MSH2,regulation
RPL29P25,CYRIA,same_pathway
RPL29P25,LINC02808,same_pathway
RPL29P25,NRP1,same_pathway
RPL29P25,EPB42,coexpression
RPL29P25,AKAP10,same_pathway
RPL29P25,CACNA1E,regulation
RPL29P25,GCNT7,regulation
RPL29P25,FOXN2,regulation
ALPK2,JAKMIP3,regulation
LAMP1,CHST15,regulation
LAMP1,RN7SKP207,regulation
LAMP1,RPH3A,coexpression
SPRY2,RPS3AP17,regulation
SPRY2,WT1,same_pathway
SPRY2,OR5K2,regulation
IRF6,USP8,regulation
IRF6,TRAPPC6A,regulation
IRF6,DHDDS,same_pathway
TMEM184A,OARD1,same_pathway
TMEM184A,ZNF92,same_pathway
TMEM184A,RN7SL271P,same_pathway
POLN,BMPER,coexpression
POLN,CHRNA6,regulation
POLN,RN7SL691P,coexpression
SORT1,PRKAA1,coexpression
SORT1,ELOVL7,same_pathway
SORT1,NME8,same_pathway
SORT1,RNA5SP63,same_pathway
SORT1,CKM,coexpression
GIGYF1,STMN4,regulation
GIGYF1,SUZ12P1,regulation
FCER1G,MMS22L,same_pathway
RNU1-150P,SH2D4B,same_pathway
RNU1-150P,RN7SL217P,same_pathway
RNU1-150P,ATP5MFP3,coexpression
RNU1-150P,MYO16,coexpression
RNU1-150P,PIK3C2B,same_pathway
PROX1-AS1,SUMO2P6,regulation
PROX1-AS1,HAVCR2,same_pathway
PROX1-AS1,GRM8,same_pathway
CIMIP4,CLMN,coexpression
CIMIP4,KMT5A,regulation
SNX9,DCAF4,coexpression
SNX9,AGT,coexpression
GRIN3B,PCDHA4,regulation
GULOP,GAPDHP38,regulation
GULOP,LINC02808,coexpression
GULOP,PARP11-AS1,same_pathway
ZAP70,PEX6,regulation
ZAP70,TLL1,coexpression
STRADA,PCSK6,regulation
CISD1,RNU2-9P,regulation
LINC01648,LINC02836,same_pathway
FAM181A,AKAP1,coexpression
FAM181A,LINC02008,coexpression
FAM181A,FAM76B,regulation
FAM181A,SORL1,same_pathway
FAM181A,RNASE10,same_pathway
FAM181A,PLCG2,same_pathway
FAM181A,PTPRS,coexpression
FAM181A,KHDRBS2,coexpression
